CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U08031GA1984PTC000571,BAGESHRI INVESTMENTS PVT LTD,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,0.00,1984-03-29,"RUA AFONSO DE ALBUQUERQUE,PANAJI-GOA.,PANAJI-GOA.,Goa,000000-India",Unlisted,Amalgamated,goa,Indian,08031,Others
U09900GA1993PTC001353,MINCEPTION CONSULTANCY SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3000000.00,100000.00,1993-05-07,"SALGAOCAR HOUSEF L GOMES ROAD   VASCO DA GAMA,GOA,Goa,403802-India",Unlisted,Active,goa,Indian,09900,Mining and Quarrying
U32205GA1983PTC000519,PICCOLO (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,1983-01-20,"FLAT NO. 137, CASA-DEL-SOL CO-OP.  HOUSING SOCIETY   3RD FLOOR OPP. GOA MARRIOT RESORT, MIRAM,AR,PANAJI,Goa,403001-India",Unlisted,Active,goa,Indian,32205,Manufacturing (Machinery and Equipments)
U32309GA2021PTC014874,ALTERED SOUND CONSCIOUSNESS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2021-07-08,"D2/36, Thivim Industrial Estate   Karaswada, Mapusa,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,32309,Manufacturing (Machinery and Equipments)
U33119GA2020PTC014349,WIDE SCOPE SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,50000.00,2020-05-23,"H. NO. 395,, P.NO. F1-23, GANGOS,Bardez,North Goa,Goa,403101-India",Unlisted,Active,goa,Indian,33119,Manufacturing (Machinery and Equipments)
U35113GA1985PTC000611,RED DIAMOND BARGES PVT LTD,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,1985-02-28,"13,MIRATON GARDENCHICALIM   PANJI,GOA,Goa,403711-India",Unlisted,Under process of striking off,goa,Indian,35113,Manufacturing (Machinery and Equipments)
U35116GA2008PTC005893,LANCY MARINE SYSTEMS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-09-09,"H.NO. 69/C, POITOMADDO,   CUNCOLIM, SALCETE,CUNCOLIM,South Goa,Goa,403703-India",Unlisted,Strike Off,goa,Indian,35116,Manufacturing (Machinery and Equipments)
U63012GA1974PTC000193,GOA ORE TRANSPORT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,120000.00,1974-06-06,"Salgaocar Bhavan, Plot Number 15, Altinho,Panaji,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,63012,"Transport, storage and Communications"
U63031GA2012PTC007000,SPHERE METRO PROJECTS INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2012-07-24,"608, CITY CENTER,   6TH FLOOR, PATTO PLAZA,,PANJIM,South Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,63031,"Transport, storage and Communications"
U63040GA2006PTC004371,ORIOLE TRAVELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,2659000.00,2006-01-25,"NO 35 ORCHARD VILLASPORBA CALANGUTE   BARDEZ,GOA,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,63040,"Transport, storage and Communications"
U63040GA2007PTC005242,SWAIN TRAVELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,3500000.00,0.00,2007-04-13,"C/O ANTHONY FERNANDES, APT 8, BLOCK C,   ST JOSEPHS APARTMENTS, CAMOTIM VADDO,,CANDOLIM BARDEZ,North Goa,Goa,403515-India",Unlisted,Strike Off,goa,Indian,63040,"Transport, storage and Communications"
U63040GA2013PTC007298,WACKY VACATIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-08-19,"H.No C 16/534/2   Durgawadi,Taleigao,North Goa,Goa,403002-India",Unlisted,Strike Off,goa,Indian,63040,"Transport, storage and Communications"
U63040GA2014PTC007395,SONY SNEHA TOURS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2014-01-02,"H. No. 264,  GHORBHAT VADDO   NEAR ST SEBASTIAN CHAPEL ARPORA CALANGUT,E,BARDEZ,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,63040,"Transport, storage and Communications"
U63090GA2003PTC003312,GOA BULK MOVERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2003-10-15,"SHOP NO.10/12, ROGTAO PLAZAAQUEM ALTO   MARGAO, GOA,GOA,Goa,403601-India",Unlisted,Under process of striking off,goa,Indian,63090,"Transport, storage and Communications"
U78300GA2023OPC015955,ASNAMC COUNSELING (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,500000.00,500000.00,2023-06-07,"H No 367,St Anne s Colony,Tivim, Mapusa B,,Bicholim,North Goa,Goa,403502-India",Unlisted,Active,goa,Indian,78300,"Community, personal and Social Services"
U79110GA2023PTC016088,SOULWAY TRAVEL AND CONSULTING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,20.00,2023-08-20,"H.No. 282/A,,S.No. 4151, F.M.4,,Canacona,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,79110,"Community, personal and Social Services"
U79120GA2025PTC017189,ASIASTAR HOSPITALITY VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,500000.00,2025-03-28,"HALDANKAR NIWAS,NR.I.D. HOSPITAL,Ponda,North Goa,Goa,403401-India",Unlisted,Active,goa,Indian,79120,"Community, personal and Social Services"
U10792GA2025OPC017028,FENGUANG UNIVERSAL (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,50000.00,2025-01-20,"SHOP NO 06,LANDMARK, BOLLEPND AMBAJI,Salcete,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,10792,Manufacturing (Food stuffs)
U13100GA1991PTC001159,KUSHAVATI MINING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,500000.00,1991-09-05,"Flat No. A-1, 1st Floor, Rishikesh Apartments,   Mangor Hills, Vasco da Gama, Goa.,Vasco da Gama,South Goa,Goa,403802-India",Unlisted,Amalgamated,goa,Indian,13100,Mining and Quarrying
U13100GA2003PTC003297,CHRISTINE MAURICE COUTURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2003-10-01,"EL-CAPITAN CENTER, IST FLOOR, OFFICE NO.15   MAPUSA BARDEZ,GOA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,13100,Mining and Quarrying
U13205GA2022PTC015545,RATAA MINES AND MINERAL RESOURCES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2022-09-28,"FIRST FLOOR, LAXMI ESTATE, VADDEV NAGAR,   HONDA, SATTARI, NORTH GOA,,GOA,North Goa,Goa,403506-India",Unlisted,Active,goa,Indian,13205,Mining and Quarrying
U13209GA1967PTC000074,M S TALAULICAR AND SONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,1967-04-07,"VILL FORES DA SILVA ERASMOCARAVALHO STREET   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,13209,Mining and Quarrying
U13209GA2007PTC004977,BHIMA MINES AND MINERALS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2007-01-02,"FLAT No. F-2, BLOCK No. 18, CITADEL COLONY   DONA PAULA,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,13209,Mining and Quarrying
U14101GA2024OPC016920,TAILOR BIRD GARMENTS (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,1500000.00,50000.00,2024-11-13,"H.No. 337/2, ZAMCOTTO,Salcete,South Goa,Goa,403725-India",Unlisted,Active,goa,Indian,14101,Manufacturing (Textiles)
U14103GA2017PTC013328,MYCHANIKOS INFRASTRUCTURE AND TRADING SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-08-24,"SHOP NO -7,BLDG-A,   ASHAD HOUSING COMPLEX, MADEL,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,14103,Mining and Quarrying
U14290GA2007PTC005492,IMRAN MINERALS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2007-11-17,"5TH FLOOR   LAKE PLAZA BUILDING, OPP NEHRU STADIUM,,FATORDA,MARGAO,Goa,403602-India",Unlisted,Strike Off,goa,Indian,14290,Mining and Quarrying
U40102GA1999PTC002702,ALPIC ALTERNATE ENERGY SYSTEMS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,200.00,1999-06-18,"NEWARKAR CHAMBERS1ST FLOOR   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,40102,"Electricity, Gas and Water companies"
U68100GA2023PLC015805,SPEEDJET DIGITAL LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,1000000.00,1000000.00,2023-02-21,"H NO 344-1, Shop no 1,Madhalawada, Arambol,Pernem,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,68100,Real Estate and Renting
U68100GA2023PTC015840,NAKSATRA REAL ESTATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-03-26,"C-6,ST Britto Appt,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,68100,Real Estate and Renting
U68100GA2024PTC016519,SD PROPERTY GOA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-04-08,"201, 301 SHANTA BUILDING,,18TH JUNE ROAD SANTA INEZ,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,68100,Real Estate and Renting
U68200GA2025PTC017140,SUPREMEPRIMELAND REAL ESTATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2025-03-06,"H.No.126/S/SHA/4,Ground Floor, MarnaWada,Bardez,North Goa,Goa,403517-India",Unlisted,Active,goa,Indian,68200,Real Estate and Renting
U70100GA2012PTC007009,ALMEIDA REALTORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-08-03,"H.NO 5/34   MADDO WADO,CALANGUTE BARDEZ,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,70100,Real Estate and Renting
U15205GA2004PTC003478,YOU SCREAM ICE CREAM COMPANY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2004-05-05,"H NO 181PATNEM BEACH   CANACONA,GOA,South Goa,Goa,403702-India",Unlisted,Strike Off,goa,Indian,15205,Manufacturing (Food stuffs)
U15209GA2001PTC003003,DALISH FOODS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2001-07-27,"U-G-6KAMAT CLASSIC   CARANZALEM,GOA,Goa,000000-India",Unlisted,Strike Off,goa,Indian,15209,Manufacturing (Food stuffs)
U15490GA2023PTC015724,FORTE SPIRITS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-01-06,"H.No. AF-3   Kelambica Appts, Tisk,Ponda,South Goa,Goa,403401-India",Unlisted,Active,goa,Indian,15490,Manufacturing (Food stuffs)
U41001GA2024OPC016530,OPN CONSTRUCTION (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,10000.00,10000.00,2024-04-11,"HOUSE NO. 466-A,GAWANT,Sanquelim,South Goa,Goa,403107-India",Unlisted,Active,goa,Indian,41001,Construction
U45100GA2004PTC003386,YAGNA INFRA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,4400000.00,4315000.00,2004-02-10,"GROUND FLOOR, SY NO. 248/6   ANJUNA BARDEZ,ANJUNA,North Goa,Goa,403502-India",Unlisted,Active,goa,Indian,45100,Construction
U65993GA1975PTC000236,RAJANI TRADING AND INVESTMENTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,500000.00,1975-09-04,"1st Floor, Damodar Niwas   Mahatma Gandhi Road,PANAJI,Goa,403001-India",Unlisted,Active,goa,Indian,65993,Finance
